,BonusAmount,Trialid,action,comments,design,difficulty,engagement,expTime,gambleDelay,gambleRT,gender,indexOf,interest,length,outcomeRT,pbGamble,phase,recordedPresses,recordedTimes,response,standardGamble,status,switchTimes,template,templates,trialNumber,understand,uniqueid,viewTime
148,,22,,,,,,,3000.81643,0,,,,,610,36,,",fkey,jkey,fkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",771,1231,1894,2456,3280,4315,5260,6166,7054,8038",success,2,,",1120,517,240,345,312,263,307,323",,,11,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
149,,32,,,,,,,3396.847731,1096,,,,,1026,36,,",fkey,jkey,fkey,jkey,fkey,space,jkey,fkey,jkey",",846,1789,2793,3728,4699,5430,6218,7231,8204",gamble,2,,",697,337,332,342,274,901,373,341",,,12,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
150,,28,,,,,,,2417.98534,707,,,,,524,24,,",fkey,jkey,fkey,jkey,space,fkey,jkey,fkey,jkey,fkey",",724,997,1941,2941,4137,4675,5607,6602,7545,8474",gamble,8,,",853,296,364,1071,334,351,286,256",,,13,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
151,,32,,,,,,,1183.089679,795,,,,,554,12,,",jkey,fkey,space,jkey,fkey,jkey,fkey,jkey,fkey",",805,1755,2805,3316,4270,5159,6202,7148,8171",gamble,2,,",662,368,849,284,302,375,345,371",,,14,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
152,,38,,,,,,,3620.776363,987,,,,,0,48,,",jkey,fkey,jkey,fkey,jkey,space,fkey,jkey,fkey",",888,1810,2713,3719,4662,5508,6104,7000,7959",gambleFail,8,,",725,272,311,353,303,780,292,336",,,15,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
153,,39,,,,,,,2027.063723,933,,,,,564,24,,",jkey,fkey,jkey,fkey,space,jkey,fkey,jkey,fkey",",805,1655,2487,3443,3798,4398,5174,6011,6998",gamble,9,,",667,161,261,268,299,150,213,350",,,16,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
154,,28,,,,,,,1829.760986,1158,,,,,365,24,,",jkey,fkey,jkey,fkey,space,jkey,jkey,fkey,jkey,fkey,jkey",",832,1159,2134,3627,4114,4184,4997,5239,5856,6704,7497",gamble,8,,",1009,351,791,90,264,72,169,188",,,17,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
155,,38,,,,,,,2291.764996,896,,,,,583,36,,",jkey,fkey,jkey,fkey,space,jkey,fkey,jkey,fkey",",3356,4145,5012,5895,6536,7097,8046,9022,9875",gamble,8,,",3167,171,206,244,586,345,297,215",,,18,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
156,,4,,,,,,,708.8076194,0,,,,,563,12,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",807,1735,2610,3448,4392,5346,6337,7353",success,4,,",636,263,277,191,294,339,315,412",,,19,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
157,,2,,,,,,,1449.790199,1163,,,,,554,12,,",jkey,fkey,jkey,fkey,space,jkey,fkey,jkey,fkey,jkey",",560,921,1800,2707,3509,4029,5056,5947,6838,7675",gamble,2,,",723,332,246,703,369,206,303,214",,,20,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
158,,34,,,,,,,1914.482445,969,,,,,477,24,,",jkey,fkey,jkey,fkey,space,jkey,fkey,jkey,fkey",",837,1641,2485,3345,3758,4251,5018,5884,6695",gamble,4,,",688,142,202,260,217,148,218,193",,,21,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
159,,21,,,,,,,1488.990608,0,,,,,582,24,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",953,1736,2548,3336,4190,5035,5794,6545",success,1,,",785,146,200,135,211,181,143,134",,,22,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
160,,29,,,,,,,3217.068896,1019,,,,,0,36,,",jkey,fkey,jkey,fkey,jkey,fkey,space,jkey,fkey,jkey",",733,1360,2085,3058,3921,4775,5601,6126,6953,7734",gambleFail,9,,",1175,149,288,279,203,681,218,106",,,23,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
161,,38,,,,,,,2562.903337,1262,,,,,210,36,,",jkey,fkey,jkey,fkey,jkey,fkey,space,jkey,fkey,jkey",",674,955,1555,2355,3099,3916,4805,5509,6227,6960",gamble,8,,",786,1,162,105,178,911,74,119",,,24,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
162,,24,,,,,,,2530.988897,1234,,,,,315,36,,",jkey,fkey,jkey,fkey,jkey,fkey,space,jkey,fkey,jkey",",755,1514,2201,3090,3875,4679,5315,5793,6590,7579",gamble,4,,",1362,33,241,131,225,399,239,285",,,25,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
163,,39,,,,,,,1571.523,1251,,,,,434,24,,",fkey,jkey,fkey,jkey,space,jkey,fkey,jkey,fkey,jkey",",910,1752,2586,3350,3761,4470,4906,5680,6318,7159",gamble,9,,",759,157,211,84,961,69,58,188",,,26,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
164,,34,,,,,,,3170.128611,834,,,,,357,48,,",fkey,jkey,fkey,jkey,fkey,space,jkey,fkey,jkey",",891,1701,2523,3324,4110,4925,5422,6263,7228",gamble,4,,",731,135,225,144,156,632,262,312",,,27,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
165,,39,,,,,,,2470.418741,1247,,,,,323,36,,",fkey,jkey,fkey,jkey,jkey,space,fkey,jkey,fkey",",725,998,1641,2447,4185,4699,5245,6131,6904",gamble,9,,",801,61,181,238,127,460,236,156",,,28,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
166,,31,,,,,,,1402.353146,1427,,,,,173,12,,",jkey,fkey,jkey,fkey,space,jkey,fkey,jkey,fkey",",896,1695,2447,3227,3722,4759,5410,6191,6956",gamble,1,,",723,183,128,126,882,50,131,137",,,29,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
167,,29,,,,,,,2973.545215,412,,,,,1100,48,,",fkey,jkey,fkey,jkey,space,jkey,fkey,jkey,space",",1223,1924,2572,3351,4649,5180,5878,6569,6673",gamble,9,,",1064,51,45,111,65,446,115,146",,,30,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
168,,24,,,,,,,2417.152223,1258,,,,,293,36,,",fkey,jkey,fkey,fkey,space,jkey,fkey,jkey",",794,1679,2385,3954,4513,5030,5700,6427",gamble,4,,",660,222,69,206,60,427,49,74",,,31,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
169,,35,,,,,,,880.8982504,875,,,,,253,12,,",jkey,fkey,jkey,space,fkey,jkey,fkey,jkey,fkey",",789,1418,2125,2568,3075,3752,4501,5244,6125",gamble,5,,",629,6,54,285,55,126,74,260",,,32,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
170,,5,,,,,,,1770.904389,0,,,,,728,24,,",fkey,jkey,fkey,jkey,fkey,jkey,space,fkey,jkey,fkey,jkey",",723,1490,2239,2924,3599,4208,4263,4967,5566,6352,7002",success,5,,",560,116,98,38,44,1295,166,11",,,33,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
171,,4,,,,,,,1535.269264,0,,,,,193,24,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",597,1258,1953,2591,3324,3919,4639,5275,5980,6639",success,4,,",416,8,67,44,46,1313,61,38",,,34,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
172,,2,,,,,,,1400.336456,0,,,,,223,24,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",762,1145,1878,2648,3371,4162,4938,5713,6496",success,2,,",972,132,120,48,198,121,146,99",,,35,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
173,,38,,,,,,,2338.33201,1031,,,,,169,24,,",fkey,jkey,jkey,fkey,jkey,space,fkey,jkey,fkey,jkey",",727,1385,1939,2812,3657,4124,4653,5516,6303,7132",gamble,8,,",599,564,176,224,359,214,170,195",,,36,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
174,,9,,,,,,,2911.499258,0,,,,,187,48,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",865,1520,2324,3101,3895,4697,5367,6192",success,9,,",684,33,194,135,132,185,2,213",,,37,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
175,,8,,,,,,,3069.140156,1207,,,,,281,48,,",fkey,jkey,fkey,jkey,jkey,space,fkey,jkey",",892,1581,2304,3051,4552,5135,5520,6228",gamble,8,,",702,106,58,96,124,112,309,105",,,38,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
176,,21,,,,,,,3496.68334,0,,,,,302,48,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",767,1143,1889,2663,3412,4179,4897,5565,6247",success,1,,",983,106,137,90,142,80,3,88",,,39,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
177,,5,,,,,,,1577.421451,0,,,,,326,24,,",fkey,jkey,jkey,fkey,jkey,fkey,jkey",",764,1467,3062,3834,4612,5470,6293",success,5,,",586,67,177,147,127,164,240,182",,,40,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
178,,9,,,,,,,2173.919609,0,,,,,470,24,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",752,1518,2372,3200,3897,4752,5565,6430",success,9,,",592,146,175,195,51,235,168,206",,,41,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
179,,8,,,,,,,2577.214799,1118,,,,,193,36,,",fkey,jkey,fkey,jkey,fkey,space,jkey,fkey,jkey",",761,1549,2297,3009,3947,4507,4944,5665,6395",gamble,8,,",591,153,116,75,307,313,112,76",,,42,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
180,,5,,,,,,,3277.587152,816,,,,,203,48,,",fkey,jkey,fkey,jkey,fkey,jkey,space,fkey,jkey",",592,1205,1850,2639,3490,4173,4664,5170,5868",gamble,5,,",413,1,15,173,170,65,344,87",,,43,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
181,,31,,,,,,,3581.302849,0,,,,,241,48,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",1938,2705,3523,4397,5282,6107,6863,7706",success,1,,",1770,119,150,271,195,172,166,166",,,44,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
182,,1,,,,,,,640.7710312,704,,,,,250,12,,",fkey,jkey,fkey,space,jkey,fkey,jkey,fkey,jkey,fkey",",705,1053,1745,2416,2860,3637,4354,5035,5778,6760",gamble,1,,",900,40,469,156,44,55,127,346",,,45,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
183,,5,,,,,,,3348.467427,913,,,,,249,48,,",jkey,fkey,jkey,fkey,jkey,fkey,space,jkey,fkey",",608,1346,2139,2877,3685,4372,4899,5359,6054",gamble,5,,",448,128,123,128,150,51,342,80",,,46,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
184,,32,,,,,,,1337.82419,1196,,,,,235,12,,",jkey,fkey,jkey,fkey,space,jkey,fkey,jkey,jkey,fkey",",695,1441,2112,2808,3274,3716,4326,4912,5445,6156",gamble,2,,",536,75,86,44,221,19,486,81",,,47,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
185,,1,,,,,,,2461.744582,0,,,,,399,36,,",fkey,jkey,fkey,fkey,jkey,fkey,jkey",",1004,1804,2628,4168,5051,5933,6730",success,1,,",859,140,175,162,90,275,199,169",,,48,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
186,,34,,,,,,,3229.83664,1205,,,,,435,48,,",fkey,jkey,fkey,jkey,jkey,space,jkey,fkey,jkey,jkey",",818,1548,2435,3273,4883,5304,5858,6221,6841,7460",gamble,4,,",672,125,215,183,143,158,708,594",,,49,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
187,,9,,,,,,,3510.810327,465,,,,,264,48,,",jkey,fkey,jkey,fkey,jkey,space,fkey,jkey,fkey",",979,1749,2617,3489,4238,5003,5543,6343,7043",gamble,9,,",821,136,238,203,97,665,141,73",,,50,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
188,,29,,,,,,,1169.891702,0,,,,,252,12,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",993,1806,2643,3486,4316,5174,5873,6552",success,9,,",856,138,196,186,174,222,65,88",,,51,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
189,,22,,,,,,,2422.177367,0,,,,,215,36,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",580,942,1580,2373,3191,3962,4715,5470,6257",success,2,,",762,7,173,219,102,104,104,166",,,52,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
190,,1,,,,,,,518.6308149,0,,,,,127,0,,",jkey,fkey,jkey,jkey,fkey,space,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",668,1042,1615,2137,2799,3195,3691,4216,4918,5640,6363,7133,7889",success,1,,",830,516,1402,55,111,101,140,115",,,53,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
191,,22,,,,,,,1971.291353,0,,,,,231,24,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",753,1542,2305,3097,3864,4787,5518,6247",success,2,,",604,145,116,165,103,264,101,86",,,54,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
192,,29,,,,,,,3550.593578,0,,,,,263,48,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",839,1632,2441,3265,4108,4931,5690,6418",success,9,,",716,106,193,182,207,163,146,70",,,55,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
193,,4,,,,,,,1991.9726,1054,,,,,504,24,,",fkey,jkey,jkey,jkey,space,jkey,fkey,jkey,fkey,jkey,jkey",",780,1436,1918,3479,3890,4331,4743,5419,6085,6727,7377",gamble,4,,",643,480,152,105,615,54,59,636",,,56,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
194,,28,,,,,,,995.4917477,888,,,,,279,12,,",jkey,fkey,jkey,space,jkey,fkey,jkey,fkey,jkey,fkey",",878,1603,2498,2848,3290,3708,4450,5225,5954,6715",gamble,8,,",725,86,214,594,96,153,111,115",,,57,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
195,,32,,,,,,,2410.195731,1216,,,,,1161,36,,",jkey,fkey,jkey,fkey,jkey,space,jkey,fkey,jkey,fkey,jkey,jkey,fkey",",744,1576,2412,3221,3930,4442,4867,5281,5937,6538,7065,7553,7861",gamble,2,,",614,167,175,182,58,691,21,1267",,,58,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
196,,32,,,,,,,2421.530348,921,,,,,339,36,,",jkey,fkey,jkey,fkey,space,jkey,fkey,jkey,fkey",",900,1765,2566,3531,4271,4730,5487,6189,6877",gamble,2,,",723,231,187,290,582,90,96,47",,,59,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
197,,39,,,,,,,2759.005322,1292,,,,,567,36,,",jkey,fkey,jkey,fkey,jkey,fkey,space,jkey,fkey,jkey,jkey,fkey",",723,1507,2278,3044,3779,4384,4823,5390,6235,6844,7510,8142",gamble,9,,",565,107,194,83,99,1795,602,51",,,60,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
198,,38,,,,,,,1314.883771,920,,,,,306,12,,",jkey,fkey,jkey,jkey,fkey,space,jkey,fkey,jkey,fkey,jkey",",664,1077,1671,2106,2980,3337,3796,4555,5316,6007,6726",gamble,8,,",875,464,174,181,129,118,25,131",,,61,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
199,,28,,,,,,,641.9259977,853,,,,,198,12,,",jkey,fkey,space,jkey,fkey,jkey,fkey,jkey,fkey",",726,1486,2263,2694,3559,4332,5025,5723,6496",gamble,8,,",577,114,523,220,117,49,68,163",,,62,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
200,,9,,,,,,,2169.411663,781,,,,,318,24,,",fkey,jkey,fkey,jkey,space,fkey,jkey,fkey,fkey,jkey",",719,1557,2304,3108,3680,4171,4895,5485,6109,6818",gamble,9,,",534,200,100,149,456,72,609,36",,,63,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
201,,9,,,,,,,1901.606926,665,,,,,638,24,,",jkey,fkey,jkey,fkey,jkey,space,fkey,jkey,fkey,jkey,fkey,jkey",",840,1119,1768,2526,3193,3690,4089,4822,5422,6071,6484,6757",gamble,9,,",912,16,98,10,262,82,36,649",,,64,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
202,,75,,,,,,,1955.366846,939,,,,,270,24,,",jkey,fkey,jkey,fkey,space,jkey,fkey,jkey,fkey",",816,1573,2299,3086,3763,4160,4893,5579,6321",gamble,5,,",649,126,74,147,433,122,32,148",,,65,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
203,,8,,,,,,,977.7297942,871,,,,,646,12,,",jkey,fkey,jkey,space,fkey,jkey,fkey,jkey,fkey",",629,1320,2046,2508,3029,3726,4430,5082,5717",gamble,8,,",474,36,79,292,75,90,2,7",,,66,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
204,,25,,,,,,,2414.31327,0,,,,,347,36,,",fkey,jkey,fkey,jkey,fkey,jkey,jkey,fkey,jkey",",826,1537,2278,2974,3621,4269,4735,5437,6111",success,5,,",637,67,106,50,43,452,85,38",,,67,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
205,,38,,,,,,,636.2748653,0,,,,,479,12,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",971,1657,2400,3019,3652,4086,4771,5425,6115,6777",success,8,,",790,54,80,1040,28,60,54,63",,,68,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
206,,35,,,,,,,2646.628911,1109,,,,,223,36,,",fkey,jkey,jkey,fkey,jkey,fkey,space,jkey,fkey,jkey",",886,1471,1931,2763,3656,4335,4710,5307,6056,6733",gamble,5,,",703,408,186,228,81,312,135,29",,,69,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
207,,25,,,,,,,3015.561971,0,,,,,727,48,,",fkey,jkey,fkey,jkey,jkey,fkey,jkey",",729,1517,2306,3067,4448,5199,5833",success,5,,",605,75,191,119,48,55,112,3",,,70,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
208,,39,,,,,,,2685.331114,874,,,,,491,36,,",fkey,jkey,fkey,jkey,fkey,space,jkey,fkey,jkey",",951,1734,2510,3213,3887,4542,5088,5780,6479",gamble,9,,",791,112,145,61,67,493,123,15",,,71,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
209,,25,,,,,,,2110.366821,0,,,,,602,36,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",739,1489,2199,3012,3695,4417,5115,5861",success,5,,",597,49,111,142,76,48,97,115",,,72,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
210,,31,,,,,,,1677.505417,848,,,,,198,24,,",jkey,fkey,jkey,fkey,space,jkey,fkey,jkey,fkey",",677,1387,2074,2750,3266,3692,4383,5032,5773",gamble,1,,",535,51,40,43,259,69,52,90",,,73,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
211,,29,,,,,,,2281.863793,0,,,,,404,36,,",fkey,jkey,fkey,jkey,fkey,fkey,jkey,fkey,jkey,jkey",",844,1513,2268,3021,3730,4408,5152,5812,6421,6976",success,9,,",748,21,84,189,659,68,31,555",,,74,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
212,,35,,,,,,,1828.534201,893,,,,,516,24,,",jkey,fkey,jkey,fkey,space,jkey,fkey,jkey,fkey",",743,1390,2102,2934,3480,3927,4633,5324,5959",gamble,5,,",579,19,105,189,272,123,42,10",,,75,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
213,,31,,,,,,,1928.461573,0,,,,,203,12,,",fkey,jkey,fkey,jkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",826,1420,2057,2523,3881,4384,4834,5434,5919,6383,7019,7717,8375,9036",success,1,,",1252,1216,856,887,60,77,21,15",,,76,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
214,,5,,,,,,,2002.69367,0,,,,,812,24,,",fkey,jkey,fkey,jkey,fkey,fkey,jkey,fkey,jkey,jkey,fkey,jkey,fkey,jkey",",893,1592,2397,3088,3743,5176,5888,6503,7050,8677,8967,9565,10093,10591",success,5,,",732,36,199,28,31,1494,2432,992",,,77,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
215,,2,,,,,,,2671.484595,0,,,,,729,36,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",760,1081,1779,2662,3370,4111,4811,5529,6222",success,2,,",903,82,202,73,119,60,98,37",,,78,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
216,,31,,,,,,,1625.071415,1463,,,,,195,24,,",fkey,jkey,jkey,space,fkey,jkey,fkey,fkey,jkey",",891,1634,3028,3991,4647,5401,5999,6592,7271",gamble,1,,",725,93,107,0,974,111,601,41",,,79,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
217,,35,,,,,,,3534.768689,785,,,,,242,48,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,space,jkey,fkey",",962,1595,2396,3178,3942,4705,5377,5892,6331,7034",gamble,5,,",1418,138,129,182,91,17,322,77",,,80,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
218,,24,,,,,,,2275.578564,0,,,,,371,36,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",681,1000,1653,2395,3075,3802,4537,5283,5947",success,4,,",810,44,85,55,36,130,114,33",,,81,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
219,,1,,,,,,,3247.502791,0,,,,,841,36,,",fkey,jkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",780,1380,1989,2926,3588,4241,4938,5552,6202,6771,7235",success,1,,",601,563,239,44,28,38,20,1016",,,82,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
220,,21,,,,,,,3205.363181,0,,,,,0,48,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,jkey",",811,1601,2364,3107,3858,4634,5221,6251,7068,7700,8189",failOutcome,1,,",651,142,147,32,159,92,1838,484",,,83,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
221,,25,,,,,,,2608.328321,1135,,,,,329,36,,",fkey,jkey,fkey,jkey,jkey,space,fkey,jkey,fkey",",918,1206,1968,2847,4429,4914,5597,6449,7125",gamble,5,,",995,143,232,252,60,561,220,66",,,84,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
222,,75,,,,,,,2857.935991,770,,,,,645,36,,",jkey,fkey,jkey,fkey,jkey,space,fkey,jkey,fkey",",855,1593,2387,3158,4029,4488,5004,5798,6537",gamble,5,,",684,107,107,171,184,375,141,142",,,85,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
223,,24,,,,,,,2368.323051,0,,,,,655,36,,",jkey,fkey,jkey,jkey,jkey,fkey,jkey,fkey",",973,1631,2445,3955,4465,5250,5938,6704",success,4,,",786,55,153,219,534,135,57,146",,,86,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
224,,32,,,,,,,936.3067032,1261,,,,,641,12,,",jkey,fkey,fkey,space,jkey,fkey,jkey,fkey,jkey",",755,1406,3083,3642,4176,4993,5785,6579,7530",gamble,2,,",1232,152,261,419,210,129,218,276",,,87,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
225,,24,,,,,,,2000.77919,1463,,,,,246,24,,",fkey,jkey,fkey,jkey,fkey,space,jkey,fkey,jkey",",692,1352,2227,3000,3669,4209,4679,5476,6181",gamble,4,,",536,14,192,151,54,351,149,79",,,88,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
226,,28,,,,,,,2053.871655,0,,,,,329,36,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",870,1312,1996,2740,3483,4267,5027,5782,6469",success,8,,",1161,44,98,89,121,149,110,79",,,89,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
227,,31,,,,,,,670.5235727,1143,,,,,590,12,,",jkey,fkey,jkey,space,fkey,jkey,fkey,jkey,fkey,jkey",",556,1037,2170,2868,3278,4092,4911,5700,6462,7135",gamble,1,,",882,542,429,175,189,124,168,29",,,90,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
228,,25,,,,,,,1131.328416,1312,,,,,274,12,,",fkey,jkey,fkey,jkey,space,fkey,jkey,jkey,fkey,jkey",",592,1346,2059,2745,3073,3471,4037,4582,5291,6047",gamble,5,,",432,93,109,37,68,455,102,126",,,91,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
229,,5,,,,,,,2907.448759,920,,,,,432,48,,",jkey,fkey,jkey,fkey,fkey,space,jkey,fkey,jkey,fkey,jkey,fkey",",667,1586,2244,2922,4271,4583,5048,5561,6233,6846,7584,8014",gamble,5,,",545,247,44,18,76,1263,24,1168",,,92,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
